"","X1","study","time","male","calm","secure","tense","regretful","at.ease","upset","worrying","rested","anxious","comfortable","confident","nervous","jittery","high.strung","relaxed","content","worried","rattled","joyful","pleasant"
"4213",4213,"SAM",3,0,3,3,2,1,3,2,2,2,3,2,3,3,1,1,2,2,3,1,2,2
"4214",4214,"SAM",3,1,3,2,1,1,3,1,1,2,1,3,2,1,1,1,2,2,1,1,1,2
"4215",4215,"SAM",3,0,4,4,1,1,3,1,1,2,1,2,3,1,1,1,4,2,1,1,2,2
"4216",4216,"SAM",3,1,4,2,2,1,3,1,1,1,1,3,2,1,1,1,3,2,2,1,2,2
"4217",4217,"SAM",3,0,2,4,1,1,3,1,1,3,2,3,3,1,4,1,2,4,1,3,4,4
"4218",4218,"SAM",3,1,4,3,1,1,2,1,1,2,1,2,3,1,1,1,3,3,1,1,2,2
"4219",4219,"SAM",3,0,2,2,1,1,3,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2
"4220",4220,"SAM",3,1,2,3,2,1,1,1,1,2,2,2,3,3,3,2,2,2,1,1,1,2
"4221",4221,"SAM",3,0,4,3,1,1,4,2,2,1,1,2,3,1,1,1,4,2,3,1,2,2
"4222",4222,"SAM",3,1,3,3,2,2,3,1,2,2,1,3,3,2,3,2,3,3,3,3,3,3
"4223",4223,"SAM",3,0,2,1,1,1,2,2,3,1,2,1,1,1,1,1,2,1,2,1,1,1
"4224",4224,"SAM",3,1,2,2,3,2,2,1,3,2,4,1,2,4,4,3,1,2,1,3,1,2
"4225",4225,"SHED",1,0,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,3
"4226",4226,"SHED",1,1,2,2,3,3,2,2,3,1,3,2,3,3,3,2,2,2,3,2,1,2
"4227",4227,"SHED",1,0,3,2,2,1,2,3,1,2,1,2,2,1,1,1,2,1,1,1,1,1
"4228",4228,"SHED",1,1,2,4,1,1,2,1,1,3,2,2,2,2,2,1,2,3,1,1,2,2
"4229",4229,"SHED",1,0,2,2,3,3,1,2,1,1,3,2,2,3,3,3,1,2,4,1,2,2
"4230",4230,"SHED",1,1,4,3,2,1,3,1,3,3,1,2,2,1,1,1,2,2,3,1,1,2
"4231",4231,"SHED",1,0,2,2,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2
"4232",4232,"SHED",1,1,3,3,2,1,3,1,1,3,3,2,3,2,2,1,3,3,2,1,2,2
"4233",4233,"SHED",1,0,4,3,1,1,3,1,1,2,1,3,2,1,1,1,3,3,2,1,1,4
"4234",4234,"SHED",1,1,3,4,1,1,3,1,1,3,1,3,2,1,2,1,3,3,1,1,3,3
"4235",4235,"SHED",1,0,3,2,2,1,2,2,2,1,2,3,3,1,2,2,2,3,2,1,1,3
"4236",4236,"SHED",1,1,2,3,2,1,2,1,1,2,2,3,3,2,2,1,2,2,2,1,2,2
"4237",4237,"SHED",1,0,3,3,1,1,3,2,1,2,1,3,4,1,1,1,3,3,1,1,2,3
"4238",4238,"SHED",1,1,3,3,2,2,3,1,2,1,2,3,2,1,1,2,3,2,1,1,2,3
"4239",4239,"SHED",1,0,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,3,4
"4240",4240,"SHED",1,1,2,3,2,1,2,2,2,1,1,2,3,1,2,1,2,3,1,1,1,2
"4241",4241,"SHED",1,0,4,4,3,1,2,1,1,2,1,1,4,1,1,1,2,3,1,1,2,3
"4242",4242,"SHED",1,1,3,3,1,1,3,1,1,4,1,3,2,1,1,1,4,3,1,1,1,2
"4243",4243,"SHED",1,0,4,4,1,2,4,2,4,4,4,3,4,2,2,1,3,2,4,2,2,2
"4244",4244,"SHED",1,1,3,3,1,1,2,3,3,1,2,2,2,1,2,2,2,1,1,2,2,2
"4245",4245,"SHED",1,0,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2
"4246",4246,"SHED",1,1,2,1,4,1,1,2,3,1,3,2,1,4,4,NA,1,NA,NA,NA,NA,NA
"4247",4247,"SHED",1,0,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,3,3
"4248",4248,"SHED",1,1,2,1,2,1,3,1,4,1,2,3,3,2,1,1,2,4,2,1,2,2
"4249",4249,"SHED",1,0,3,3,1,1,3,1,1,3,2,3,3,1,1,1,3,3,1,2,2,3
"4250",4250,"SHED",1,1,2,4,2,4,1,2,1,1,1,2,3,1,1,1,2,2,1,1,1,1
"4251",4251,"SHED",1,0,4,3,1,1,4,1,2,4,3,4,2,1,2,1,3,4,1,1,3,4
"4252",4252,"SHED",1,1,4,3,1,2,4,2,3,3,3,4,4,1,1,1,3,4,2,1,2,4
"4253",4253,"SHED",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4254",4254,"SHED",1,1,2,3,2,1,2,1,1,3,2,2,2,2,2,1,2,3,1,1,1,3
"4255",4255,"SHED",1,0,2,2,3,2,2,2,3,2,3,2,2,3,2,3,2,2,3,2,2,2
"4256",4256,"SHED",1,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1
"4257",4257,"SHED",1,0,3,3,1,1,3,1,1,2,1,3,3,1,1,1,2,2,1,1,1,1
"4258",4258,"SHED",1,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,1,3
"4259",4259,"SHED",1,0,2,3,1,1,2,1,1,2,3,3,2,2,2,1,3,3,1,2,2,3
"4260",4260,"SHED",1,1,4,4,1,1,3,1,1,2,1,4,3,1,1,1,3,4,2,1,4,4
"4261",4261,"SHED",1,0,4,4,1,1,4,1,1,2,1,3,4,1,1,1,3,4,1,1,4,4
"4262",4262,"SHED",1,1,2,2,1,2,1,2,3,1,2,2,2,2,1,1,2,2,2,1,1,2
"4263",4263,"SHED",1,0,3,3,2,1,2,1,1,3,2,3,3,2,1,1,4,3,1,1,2,3
"4264",4264,"SHED",1,1,3,3,2,2,3,1,1,2,2,3,4,2,1,1,3,3,2,1,2,3
"4265",4265,"SHED",1,0,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1
"4266",4266,"SHED",1,1,4,4,3,1,2,1,1,2,3,2,3,3,1,1,2,2,4,1,3,3
"4267",4267,"SHED",1,0,2,2,2,1,3,1,1,2,1,3,3,1,2,1,2,3,1,2,1,3
"4268",4268,"SHED",1,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,1,3
"4269",4269,"SHED",1,0,3,3,1,1,3,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1
"4270",4270,"SHED",1,1,4,3,1,1,4,1,1,3,1,4,4,1,1,1,3,3,1,1,2,3
"4271",4271,"SHED",1,0,2,2,2,3,2,4,3,1,2,2,1,1,2,1,2,2,3,1,1,1
"4272",4272,"SHED",1,1,3,2,1,1,2,2,1,2,1,1,3,1,2,1,2,1,1,1,1,2
"4273",4273,"SHED",1,0,4,3,1,1,2,1,1,4,1,2,3,1,1,1,3,2,1,1,1,2
"4274",4274,"SHED",1,1,2,2,3,4,2,1,3,2,2,2,2,3,3,2,2,2,1,1,1,2
"4275",4275,"SHED",1,0,2,2,1,2,2,2,3,2,1,1,2,1,1,1,2,2,2,1,1,2
"4276",4276,"SHED",1,1,2,2,1,1,3,1,1,3,1,2,2,1,1,1,3,3,1,1,1,3
"4277",4277,"SHED",1,0,2,2,1,1,2,1,1,3,1,2,2,1,1,1,2,1,1,1,1,2
"4278",4278,"SHED",1,1,2,3,2,3,1,1,4,3,3,3,4,4,2,2,2,3,2,1,2,2
"4279",4279,"SHED",1,0,2,2,2,1,2,1,3,2,1,4,2,1,2,2,1,3,1,2,3,1
"4280",4280,"SHED",1,1,2,2,2,1,2,2,1,3,2,3,3,2,2,1,2,2,2,1,1,3
"4281",4281,"SHED",1,0,4,3,1,1,3,1,2,1,1,3,3,1,1,1,1,3,1,1,2,3
"4282",4282,"SHED",1,1,2,2,1,1,3,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1
"4283",4283,"SHED",2,0,3,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,3
"4284",4284,"SHED",2,1,2,2,3,2,2,2,3,1,2,1,3,2,2,2,2,3,3,2,2,2
"4285",4285,"SHED",2,0,1,2,4,1,1,2,1,2,3,1,2,1,1,3,1,1,1,2,1,1
"4286",4286,"SHED",2,1,1,2,4,1,2,3,1,1,2,1,1,1,1,1,1,2,1,2,1,1
"4287",4287,"SHED",2,0,2,2,3,2,2,2,1,2,3,2,2,3,2,3,2,2,3,1,2,2
"4288",4288,"SHED",2,1,4,3,1,1,2,1,3,1,1,3,3,2,1,1,2,2,3,1,1,2
"4289",4289,"SHED",2,0,2,1,3,1,1,1,1,1,2,1,1,3,2,2,1,1,1,2,1,1
"4290",4290,"SHED",2,1,3,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2
"4291",4291,"SHED",2,0,3,4,1,1,2,1,1,1,1,2,2,1,1,1,2,3,1,1,1,2
"4292",4292,"SHED",2,1,3,3,2,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"4293",4293,"SHED",2,0,3,2,2,1,2,2,2,2,2,3,3,2,2,2,2,3,2,1,1,3
"4294",4294,"SHED",2,1,2,4,2,1,2,1,1,2,NA,2,4,2,2,1,2,3,1,2,3,4
"4295",4295,"SHED",2,0,3,3,1,1,2,1,1,3,1,2,4,2,1,1,3,2,1,1,2,3
"4296",4296,"SHED",2,1,4,3,2,2,3,2,2,1,2,3,2,2,1,1,3,2,1,2,3,2
"4297",4297,"SHED",2,0,4,4,1,4,4,1,1,3,1,4,4,1,1,1,4,4,1,1,3,4
"4298",4298,"SHED",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4299",4299,"SHED",2,0,4,4,1,1,2,1,1,2,1,2,4,1,1,1,1,3,1,1,2,3
"4300",4300,"SHED",2,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,2,2,1,1,1,3
"4301",4301,"SHED",2,0,4,4,2,1,3,2,4,3,3,4,4,1,1,1,3,3,2,1,2,1
"4302",4302,"SHED",2,1,2,2,2,1,2,3,2,2,1,2,3,1,2,2,2,3,2,1,2,2
"4303",4303,"SHED",2,0,2,2,1,1,3,1,1,1,2,2,1,1,1,1,3,3,2,1,2,2
"4304",4304,"SHED",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4305",4305,"SHED",2,0,4,4,1,1,3,1,1,2,1,4,3,1,1,1,3,3,1,1,2,3
"4306",4306,"SHED",2,1,1,1,4,3,1,3,4,1,3,2,1,4,2,1,1,1,4,2,1,2
"4307",4307,"SHED",2,0,2,3,1,3,3,1,1,2,1,3,4,1,2,1,3,2,1,1,2,3
"4308",4308,"SHED",2,1,2,3,4,4,4,3,1,4,3,2,3,1,1,4,1,1,1,1,1,1
"4309",4309,"SHED",2,0,1,2,3,2,2,2,3,1,3,2,2,2,2,1,2,3,1,2,2,1
"4310",4310,"SHED",2,1,2,2,4,3,1,4,1,2,4,1,2,1,3,4,2,1,1,1,1,1
"4311",4311,"SHED",2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4312",4312,"SHED",2,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"4313",4313,"SHED",2,0,3,3,2,2,3,2,2,3,2,3,3,2,2,2,3,3,2,2,3,3
"4314",4314,"SHED",2,1,2,2,4,2,1,4,1,1,2,1,1,1,2,3,1,1,1,1,1,1
"4315",4315,"SHED",2,0,2,3,1,1,1,2,1,1,1,1,3,1,2,1,2,2,1,1,1,1
"4316",4316,"SHED",2,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,1,2
"4317",4317,"SHED",2,0,2,2,3,1,2,3,1,2,3,2,2,1,1,1,2,2,2,3,2,2
"4318",4318,"SHED",2,1,4,4,1,1,1,1,1,2,1,4,3,1,1,1,4,3,1,1,3,3
"4319",4319,"SHED",2,0,3,4,1,1,4,1,1,2,1,3,4,1,1,1,4,4,1,1,4,4
"4320",4320,"SHED",2,1,2,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1
"4321",4321,"SHED",2,0,3,3,2,1,2,1,1,2,2,3,3,1,1,1,3,4,1,1,2,2
"4322",4322,"SHED",2,1,2,3,1,1,2,1,3,2,2,3,4,2,2,1,2,3,2,1,2,3
"4323",4323,"SHED",2,0,1,1,2,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1
"4324",4324,"SHED",2,1,3,3,2,3,4,2,1,2,3,2,2,3,1,1,2,2,3,1,3,3
"4325",4325,"SHED",2,0,2,3,1,1,3,1,1,2,1,3,3,1,1,1,2,3,1,1,2,3
"4326",4326,"SHED",2,1,3,3,1,1,3,1,1,2,1,3,3,1,1,1,3,3,1,1,3,3
"4327",4327,"SHED",2,0,3,3,1,1,3,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1
"4328",4328,"SHED",2,1,3,3,1,1,3,1,1,3,2,3,3,1,1,2,3,3,1,1,3,3
"4329",4329,"SHED",2,0,2,2,3,2,2,2,3,1,3,2,1,3,2,2,1,1,3,1,1,1
"4330",4330,"SHED",2,1,3,2,1,1,3,1,1,2,1,2,4,1,1,1,2,2,1,1,1,1
"4331",4331,"SHED",2,0,3,3,1,1,2,1,1,3,1,2,3,1,1,1,2,2,1,1,1,2
"4332",4332,"SHED",2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,3,1,1,2
"4333",4333,"SHED",2,0,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,2
"4334",4334,"SHED",2,1,2,2,2,1,3,1,1,3,1,2,3,1,1,1,2,2,1,1,1,3
"4335",4335,"SHED",2,0,3,3,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,3
"4336",4336,"SHED",2,1,2,3,3,2,1,3,3,3,2,2,3,2,1,2,1,2,2,1,1,1
"4337",4337,"SHED",2,0,1,1,2,1,1,1,1,1,1,1,2,2,2,3,1,1,1,2,1,1
"4338",4338,"SHED",2,1,1,2,4,2,1,2,1,1,2,2,2,3,4,4,1,2,1,3,1,2
"4339",4339,"SHED",2,0,3,3,1,1,2,1,2,1,1,2,2,1,1,1,1,3,1,1,1,2
"4340",4340,"SHED",2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1
"4341",4341,"SHOP",1,0,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1
"4342",4342,"SHOP",1,1,4,4,1,1,4,1,1,3,1,4,4,1,1,1,3,4,1,1,3,4
"4343",4343,"SHOP",1,0,2,4,2,1,2,2,1,2,2,2,3,2,1,1,2,3,1,2,2,2
"4344",4344,"SHOP",1,1,4,2,1,1,3,1,2,2,1,2,2,1,1,1,3,3,2,1,1,2
"4345",4345,"SHOP",1,0,3,2,2,2,3,2,2,2,1,3,3,2,2,2,3,3,1,1,2,3
"4346",4346,"SHOP",1,1,1,2,4,1,2,2,4,1,3,1,2,2,1,3,1,1,2,4,1,1
"4347",4347,"SHOP",1,0,3,2,2,2,3,1,2,1,2,3,3,1,1,2,3,3,2,1,2,2
"4348",4348,"SHOP",1,1,3,2,1,2,3,1,2,1,1,3,1,1,1,1,3,1,2,1,1,1
"4349",4349,"SHOP",1,0,4,4,1,1,2,1,1,1,1,2,3,1,1,1,3,2,1,1,1,2
"4350",4350,"SHOP",1,1,3,4,2,1,2,1,1,2,2,3,3,1,1,1,3,3,2,1,4,4
"4351",4351,"SHOP",1,0,2,3,2,1,3,1,1,3,3,3,4,2,1,3,3,3,3,3,3,3
"4352",4352,"SHOP",1,1,3,3,2,1,3,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1
"4353",4353,"SHOP",1,0,2,2,4,1,2,1,1,2,2,2,3,1,4,4,1,2,1,3,1,2
"4354",4354,"SHOP",1,1,4,3,2,2,3,1,1,3,1,3,2,1,1,1,3,2,1,1,2,4
"4355",4355,"SHOP",1,0,4,2,1,2,4,2,3,3,2,2,2,3,1,4,3,2,3,2,2,2
"4356",4356,"SHOP",1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,3,1,1,1,2
"4357",4357,"SHOP",1,0,4,3,1,1,4,1,1,3,1,2,2,1,1,1,4,3,1,1,1,2
"4358",4358,"SHOP",1,1,3,3,2,1,2,2,2,3,2,2,2,1,1,2,2,3,2,2,3,2
"4359",4359,"SHOP",1,0,2,2,2,1,3,2,2,1,3,2,3,2,2,2,2,2,2,2,2,3
"4360",4360,"SHOP",1,1,3,3,2,2,3,1,3,3,1,2,4,1,1,2,2,3,2,2,2,3
"4361",4361,"SHOP",1,0,2,1,2,1,2,1,3,2,1,1,3,1,1,1,2,1,1,1,1,2
"4362",4362,"SHOP",1,1,4,4,1,1,4,1,1,1,1,3,3,1,1,1,3,3,1,1,2,3
"4363",4363,"SHOP",1,0,2,3,3,2,3,1,3,3,3,2,3,2,3,4,2,3,3,4,2,2
"4364",4364,"SHOP",1,1,3,3,1,1,3,1,1,2,1,3,4,1,1,2,3,3,1,1,2,2
"4365",4365,"SHOP",1,0,4,3,2,2,3,1,1,3,1,2,3,1,1,1,4,3,1,1,1,3
"4366",4366,"SHOP",1,1,3,2,1,3,4,3,2,2,1,3,3,1,1,1,3,3,1,1,1,2
"4367",4367,"SHOP",1,0,4,4,1,1,4,1,1,3,1,4,3,1,1,1,4,4,1,1,4,4
"4368",4368,"SHOP",1,1,2,2,1,1,2,1,3,2,2,1,1,1,2,2,1,2,3,1,2,2
"4369",4369,"SHOP",1,0,3,3,1,1,3,1,1,3,1,2,3,1,1,1,4,4,1,1,3,3
"4370",4370,"SHOP",1,1,4,4,1,1,3,1,1,2,1,4,4,1,1,1,4,4,1,1,1,1
"4371",4371,"SHOP",1,0,4,3,1,1,4,1,2,2,1,2,3,1,1,1,4,2,1,1,1,2
"4372",4372,"SHOP",1,1,2,3,1,1,3,1,1,3,1,2,3,1,1,1,2,2,1,3,2,2
"4373",4373,"SHOP",1,0,3,3,1,1,2,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"4374",4374,"SHOP",1,1,3,2,3,1,2,2,3,1,2,2,3,2,1,2,2,2,2,3,2,2
"4375",4375,"SHOP",1,0,4,3,1,1,3,1,1,2,1,3,3,1,1,1,4,3,1,1,2,3
"4376",4376,"SHOP",1,1,4,4,1,1,4,1,1,3,1,4,4,1,1,1,3,4,1,1,2,3
"4377",4377,"SHOP",1,0,4,4,1,1,4,1,1,3,1,3,4,1,1,2,4,4,1,1,3,2
"4378",4378,"SHOP",1,1,2,2,3,3,2,2,4,1,2,1,2,1,3,3,2,1,2,3,1,1
"4379",4379,"SHOP",1,0,2,2,1,2,3,1,2,2,1,2,1,1,1,1,3,2,2,1,1,2
"4380",4380,"SHOP",1,1,3,2,3,1,2,2,4,1,1,2,1,2,1,3,2,2,2,1,1,1
"4381",4381,"SHOP",1,0,2,2,2,2,1,4,4,1,2,3,2,2,3,1,2,1,4,1,1,1
"4382",4382,"SHOP",1,1,3,2,1,1,2,3,3,1,1,2,2,1,1,1,2,2,3,1,1,1
"4383",4383,"SHOP",1,0,3,3,2,2,2,2,2,2,2,3,3,2,1,1,2,2,3,2,1,2
"4384",4384,"SHOP",1,1,4,4,1,1,3,1,2,1,1,3,4,1,1,1,4,3,1,1,2,3
"4385",4385,"SHOP",1,0,2,2,1,1,3,1,2,2,1,2,2,1,1,2,2,3,2,1,2,2
"4386",4386,"SHOP",1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2
"4387",4387,"SHOP",1,0,1,2,4,3,1,4,4,3,4,2,2,3,4,4,1,2,3,4,1,2
"4388",4388,"SHOP",1,1,2,2,1,2,2,2,1,2,1,2,3,1,1,1,2,1,2,1,1,2
"4389",4389,"SHOP",1,0,3,2,3,4,2,3,3,2,2,3,2,2,2,2,3,2,4,2,1,3
"4390",4390,"SHOP",1,1,2,3,2,1,2,2,3,2,2,3,3,1,1,3,2,2,3,1,1,1
"4391",4391,"SHOP",1,0,2,4,1,1,3,1,1,3,1,3,4,1,1,2,3,4,1,1,1,2
"4392",4392,"SHOP",1,1,3,3,1,1,3,1,1,1,1,3,3,1,1,1,3,3,1,1,3,3
"4393",4393,"SHOP",1,0,3,3,1,1,3,1,1,3,3,3,3,1,2,4,3,4,1,2,4,4
"4394",4394,"SHOP",1,1,3,3,2,2,3,2,2,2,2,1,3,2,3,1,2,2,2,2,1,3
"4395",4395,"SHOP",1,0,3,2,3,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2
"4396",4396,"SHOP",1,1,2,2,3,1,2,1,3,2,3,2,2,2,1,2,2,2,1,1,1,2
"4397",4397,"SHOP",1,0,3,3,2,2,3,2,1,1,1,2,3,1,2,1,3,2,2,1,2,2
"4398",4398,"SHOP",1,1,3,3,2,2,3,1,4,3,3,2,3,2,2,3,3,3,2,2,3,3
"4399",4399,"SHOP",1,0,2,3,1,1,2,2,2,1,2,2,4,2,2,1,2,2,1,1,1,2
"4400",4400,"SHOP",1,1,2,3,3,2,3,2,4,1,2,2,2,2,2,1,2,2,4,1,2,2
"4401",4401,"SHOP",1,0,2,2,3,4,2,3,4,2,3,2,2,2,2,2,3,2,2,1,1,2
"4402",4402,"SHOP",1,1,3,3,1,1,3,1,3,2,1,2,2,1,1,2,3,1,1,1,1,2
"4403",4403,"SHOP",1,0,3,3,1,1,3,1,1,2,2,3,4,1,1,1,3,3,1,1,3,3
"4404",4404,"SHOP",1,1,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,4,4
"4405",4405,"SHOP",1,0,4,4,1,1,3,1,1,3,1,3,3,1,1,1,4,4,1,1,3,3
"4406",4406,"SHOP",1,1,3,3,1,2,4,1,1,3,1,4,4,1,1,1,4,3,1,1,3,3
"4407",4407,"SHOP",1,0,4,4,1,1,4,1,2,3,1,4,3,1,1,1,4,4,1,2,3,4
"4408",4408,"SHOP",1,1,3,3,1,1,4,1,3,3,1,3,4,2,1,1,3,2,1,2,4,4
"4409",4409,"SHOP",1,0,3,3,1,2,3,2,2,3,1,3,3,1,1,1,3,2,1,1,2,3
"4410",4410,"SHOP",1,1,4,2,2,1,3,1,2,2,3,3,4,2,2,2,4,2,2,1,3,3
"4411",4411,"SHOP",1,0,2,2,3,2,2,2,3,2,2,2,2,2,1,1,1,1,3,1,1,1
"4412",4412,"SHOP",1,1,3,3,2,2,3,2,3,3,2,3,3,2,2,1,2,3,3,1,2,3
"4413",4413,"SHOP",1,0,4,3,1,1,3,1,1,4,1,3,3,1,1,1,3,4,1,1,3,4
"4414",4414,"SHOP",1,1,4,3,1,2,4,1,1,3,1,3,2,1,1,2,3,2,2,1,2,2
"4415",4415,"SHOP",1,0,1,3,4,1,2,2,4,1,4,2,3,2,3,3,1,2,4,2,2,2
"4416",4416,"SHOP",1,1,3,3,2,3,4,2,3,2,1,3,4,1,1,1,3,2,2,1,2,3
"4417",4417,"SHOP",1,0,2,2,1,2,2,2,3,1,2,2,1,1,1,2,1,1,3,2,1,1
"4418",4418,"SHOP",1,1,2,4,1,1,2,2,4,2,1,1,2,1,1,1,2,3,2,1,1,1
"4419",4419,"SHOP",1,0,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1
"4420",4420,"SHOP",1,1,4,4,1,1,3,1,1,2,3,2,4,1,1,1,4,3,2,1,3,3
"4421",4421,"SHOP",1,0,3,3,2,3,3,2,3,1,2,2,3,2,2,1,2,2,2,1,2,2
"4422",4422,"SHOP",1,1,3,3,1,1,4,1,2,2,1,3,3,1,1,2,3,3,2,1,2,3
"4423",4423,"SHOP",1,0,3,4,1,1,4,1,1,3,1,4,4,1,1,1,4,3,2,1,3,4
"4424",4424,"SHOP",1,1,3,2,2,1,2,3,3,4,2,2,2,2,2,1,2,2,2,1,2,2
"4425",4425,"SHOP",1,0,2,3,2,1,2,2,2,1,2,3,3,1,2,2,2,2,1,1,1,2
"4426",4426,"SHOP",1,1,2,3,4,1,3,2,1,2,2,2,3,1,1,1,2,2,1,2,3,2
"4427",4427,"SHOP",1,0,4,4,1,1,4,1,2,4,2,4,4,1,1,1,4,4,1,1,4,4
"4428",4428,"SHOP",1,1,3,2,1,1,3,1,1,3,1,3,3,1,1,1,3,2,1,1,1,2
"4429",4429,"SHOP",1,0,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1
"4430",4430,"SHOP",1,1,3,4,1,2,4,1,2,3,1,4,3,2,1,2,3,3,2,1,4,4
"4431",4431,"SHOP",1,0,4,4,1,1,4,1,1,3,1,4,2,1,1,1,4,3,1,1,3,3
"4432",4432,"SHOP",1,1,2,2,4,3,2,3,4,1,3,2,2,3,2,3,1,2,3,3,1,2
"4433",4433,"SHOP",1,0,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2
"4434",4434,"SHOP",1,1,3,3,1,1,3,1,1,3,1,3,4,1,1,1,3,3,1,1,3,4
"4435",4435,"SHOP",1,0,3,3,2,2,2,1,4,1,3,2,2,2,2,2,2,2,3,1,1,2
"4436",4436,"SHOP",1,1,2,2,2,3,2,2,3,2,3,2,1,1,1,1,1,2,1,1,1,1
"4437",4437,"SHOP",1,0,2,3,1,1,3,1,3,2,2,2,3,1,2,1,2,2,1,1,2,2
"4438",4438,"SHOP",1,1,2,1,1,4,2,4,4,2,1,2,1,1,1,1,2,1,2,1,1,1
"4439",4439,"SHOP",2,0,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1
"4440",4440,"SHOP",2,1,4,4,1,1,4,1,1,3,1,3,4,1,1,1,4,4,1,1,3,4
"4441",4441,"SHOP",2,0,2,3,2,1,2,2,1,3,2,2,4,1,1,1,2,3,1,2,1,2
"4442",4442,"SHOP",2,1,4,2,1,1,3,1,2,2,1,2,2,1,1,1,3,2,1,1,2,2
"4443",4443,"SHOP",2,0,4,3,2,2,3,2,2,1,2,3,3,1,2,1,2,3,2,1,2,3
"4444",4444,"SHOP",2,1,1,2,3,1,1,2,4,1,3,1,2,2,1,3,1,1,2,3,1,1
"4445",4445,"SHOP",2,0,2,2,3,1,3,1,1,1,2,2,3,2,1,2,3,3,1,1,1,2
"4446",4446,"SHOP",2,1,2,1,2,2,2,2,3,1,1,2,1,1,1,1,2,1,2,1,1,1
"4447",4447,"SHOP",2,0,2,2,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1
"4448",4448,"SHOP",2,1,3,3,1,1,2,1,2,2,2,3,3,2,1,1,2,3,2,1,3,3
"4449",4449,"SHOP",2,0,3,3,2,1,3,1,1,3,2,3,4,2,1,2,3,3,2,2,3,3
"4450",4450,"SHOP",2,1,3,3,1,1,3,1,2,1,1,2,2,1,1,1,3,2,2,1,1,1
"4451",4451,"SHOP",2,0,1,2,3,1,2,2,1,1,3,1,2,1,2,1,1,1,2,3,1,1
"4452",4452,"SHOP",2,1,3,3,3,2,2,1,1,2,2,3,3,2,2,1,3,2,1,1,1,3
"4453",4453,"SHOP",2,0,4,2,3,3,4,2,4,3,2,2,2,3,1,3,3,2,3,4,2,3
"4454",4454,"SHOP",2,1,3,2,1,1,2,1,2,3,1,2,3,1,1,1,2,3,1,1,1,3
"4455",4455,"SHOP",2,0,3,2,1,1,3,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2
"4456",4456,"SHOP",2,1,3,3,2,1,3,1,2,2,2,3,2,1,1,1,3,2,2,2,3,3
"4457",4457,"SHOP",2,0,2,3,2,2,3,1,2,2,3,3,3,2,2,1,3,3,2,2,3,3
